InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-5	1	1	28	2	104	222	0.0770526	1	1.88E-05
poi-10-5	1	1	28	3	52	109	0.0427367	1	7.1E-06
poi-10-5	1	1	28	3	104	222	0.0804344	6	0.0001031
poi-10-5	1	1.33	14	1	52	126	0.0339991	0	0
poi-10-5	1	1.33	14	1	104	235	0.0620971	0	0
poi-10-5	1	1.33	14	2	52	126	0.0349305	0	0
poi-10-5	1	1.33	14	2	104	235	0.0637241	0	0
poi-10-5	1	1.33	14	3	52	126	0.0357136	0	0
poi-10-5	1	1.33	14	3	104	235	0.064947	0	0
poi-10-5	1	1.33	28	1	52	126	0.0379597	0	0
poi-10-5	1	1.33	28	1	104	256	0.0656131	0	0
poi-10-5	1	1.33	28	2	52	126	0.0407892	0	0
poi-10-5	1	1.33	28	2	104	264	0.0712286	42	0.0007007
poi-10-5	1	1.33	28	3	52	126	0.0428938	0	0
poi-10-5	1	1.33	28	3	104	264	0.0755536	24	0.0004191
poi-10-5	2	0.67	14	1	52	109	0.028594	9	5.59E-05
poi-10-5	2	0.67	14	1	104	215	0.0361131	0	0
poi-10-5	2	0.67	14	2	52	109	0.0291418	1	7E-06
poi-10-5	2	0.67	14	2	104	215	0.0371187	0	0
poi-10-5	2	0.67	14	3	52	109	0.0298842	3	1.95E-05
poi-10-5	2	0.67	14	3	104	215	0.0377619	0	0
poi-10-5	2	0.67	28	1	52	109	0.030906	6	4.07E-05
poi-10-5	2	0.67	28	1	104	215	0.0481244	0	0
poi-10-5	2	0.67	28	2	52	109	0.0319813	12	8.6E-05
poi-10-5	2	0.67	28	2	104	215	0.0536078	0	0
poi-10-5	2	0.67	28	3	52	109	0.0328465	1	7.4E-06
poi-10-5	2	0.67	28	3	104	215	0.0572136	0	0
poi-10-5	2	1	14	1	52	109	0.0347564	11	8.91E-05
poi-10-5	2	1	14	1	104	215	0.0626154	0	0
poi-10-5	2	1	14	2	52	109	0.035775	6	4.92E-05
poi-10-5	2	1	14	2	104	215	0.0641527	0	0
poi-10-5	2	1	14	3	52	109	0.0369085	1	6.9E-06
poi-10-5	2	1	14	3	104	215	0.0656789	0	0
poi-10-5	2	1	28	1	52	109	0.0383517	5	4.44E-05
poi-10-5	2	1	28	1	104	215	0.0678427	0	0
poi-10-5	2	1	28	2	52	109	0.0410802	1	7.3E-06
poi-10-5	2	1	28	2	104	222	0.0726116	4	0.0001335
