name,alpha,beta,L,m,T,OBJ,GAP,CPU,nodes,obj_bound,root_time,root_obj,root_bound,frac_time,frac_calls,int_time,int_calls,total_cuts,frac_conn,conn,noverlap,0noverlap,proper_noverlap,depot_flyover,synchro,compl_time,y(N),z(H),w(N),LP_time,LP_obj
poi-10-5,1,0.67,35,2,104,215,0,0.122013,6,215,0.114131,208,291,0.000303,9,0.001363,8,3,0,0,0,0,0,0,3,84,6,0/90,0,0.124892,215
poi-10-5,1,0.67,35,3,52,122,0,0.015584,0,122,0.011059,122,599,0,0,0.000771,6,3,0,0,0,0,0,0,3,49,3,1/90,0,0.00905299,122
poi-10-5,1,0.67,35,3,104,215,0,0.156175,8,215,0.14525,215,288,0.000507,13,0.001559,11,5,0,0,0,0,0,0,5,84,6,0/90,0,0.217489,215
poi-10-5,1,1,7,1,52,109,0,0.005836,0,109,0.00171804,109,235,0,0,0.000213,2,0,0,0,0,0,0,0,0,49,3,0/0,0,0.00120187,109
poi-10-5,1,1,7,1,104,215,0,0.043158,1,215,0.0403249,215,219,0.000567,13,0.000482,6,18,15,3,0,0,0,0,0,90,6,0/0,0,0.0093739,292
poi-10-5,1,1,7,2,52,109,0,0.006772,0,109,0.0024519,109,235,0,0,0.000372,2,0,0,0,0,0,0,0,0,49,3,0/0,0,0.00164199,109
poi-10-5,1,1,7,2,104,215,0,0.042118,1,215,0.0390131,215,219,0.000583,13,0.000554,6,18,15,3,0,0,0,0,0,90,6,0/0,0,0.00882411,292
poi-10-5,1,1,7,3,52,109,0,0.00735,0,109,0.00220394,109,235,0,0,0.000547,2,0,0,0,0,0,0,0,0,49,3,0/0,0,0.00127316,109
poi-10-5,1,1,7,3,104,215,0,0.053548,1,215,0.048898,215,219,0.000665,13,0.001118,6,18,15,3,0,0,0,0,0,90,6,0/0,0,0.00837088,292
poi-10-5,1,1,21,1,52,109,0,0.006747,0,109,0.00367522,109,533,0,0,0.000247,3,0,0,0,0,0,0,0,0,49,3,0/16,0,0.003088,109
poi-10-5,1,1,21,1,104,215,0,0.094732,284,215,0.0603051,215,287,0.005434,187,0.000655,8,31,23,6,0,1,0,0,1,81,4,2/16,1,0.00880694,378
poi-10-5,1,1,21,2,52,109,0,0.008071,0,109,0.00473905,109,533,0,0,0.000333,3,0,0,0,0,0,0,0,0,49,3,0/16,0,0.00395894,109
poi-10-5,1,1,21,2,104,215,0,0.083319,157,215,0.0600748,215,289,0.003041,114,0.000421,5,29,20,9,0,0,0,0,0,91,6,0/16,0,0.0111141,378
poi-10-5,1,1,21,3,52,109,0,0.00836,0,109,0.000294924,109,1E+100,0,0,0.000133,1,0,0,0,0,0,0,0,0,49,3,0/16,0,0.00424409,109
poi-10-5,1,1,21,3,104,215,0,0.079879,81,215,0.0583279,215,292,0.001706,57,0.000266,3,23,17,6,0,0,0,0,0,86,4,2/16,0,0.0135381,378
poi-10-5,1,1,35,1,52,129,0,0.009585,0,129,0.00625491,129,805,0,0,0.00067,7,4,0,0,0,0,0,0,4,49,3,1/90,0,0.00476694,129
poi-10-5,1,1,35,1,104,215,0,0.156128,45,215,0.105832,215,301,0.001247,40,0.00096,10,6,3,0,0,0,0,0,3,82,4,2/90,14,0.19381,215
poi-10-5,1,1,35,2,52,129,0,0.016478,0,129,0.00951099,129,805,0,0,0.000847,6,3,0,0,0,0,0,0,3,49,3,1/90,0,0.00727916,129
poi-10-5,1,1,35,2,104,222,0,0.170591,120,222,0.133322,215,290,0.001836,79,0.001519,11,5,0,0,0,2,0,0,3,97,4,3/90,0,0.174907,222
poi-10-5,1,1,35,3,52,129,0,0.016351,0,129,0.0113869,129,805,0,0,0.000854,6,3,0,0,0,0,0,0,3,49,3,1/90,0,0.00940299,129
poi-10-5,1,1,35,3,104,222,0,0.23318,192,222,0.200079,215,296,0.002551,125,0.001481,10,5,0,0,0,0,0,0,5,103,4,3/90,6,0.161662,222
poi-10-5,1,1.33,7,1,52,109,0,0.006836,0,109,0.00261497,109,235,0,0,0.000367,2,0,0,0,0,0,0,0,0,49,3,0/0,0,0.00180197,109
